Date,Close
5/28/2015 16:00:00,62.65
5/29/2015 16:00:00,62.05
6/1/2015 16:00:00,62.15
6/2/2015 16:00:00,62.18
6/3/2015 16:00:00,62.48
6/4/2015 16:00:00,62
6/5/2015 16:00:00,61.8
6/8/2015 16:00:00,61.38
6/9/2015 16:00:00,61.43
6/10/2015 16:00:00,61.72
6/11/2015 16:00:00,62
6/12/2015 16:00:00,61.89
6/15/2015 16:00:00,61.22
6/16/2015 16:00:00,61.7
6/17/2015 16:00:00,61.78
6/18/2015 16:00:00,61.96
6/19/2015 16:00:00,61.87
6/22/2015 16:00:00,62
6/23/2015 16:00:00,63.23
6/24/2015 16:00:00,63.1
6/25/2015 16:00:00,63.32
6/26/2015 16:00:00,63.75
6/29/2015 16:00:00,61.79
6/30/2015 16:00:00,61.55
7/1/2015 16:00:00,62.21
7/2/2015 16:00:00,62.02
7/6/2015 16:00:00,62.11
7/7/2015 16:00:00,62.91
7/8/2015 16:00:00,61.69
7/9/2015 16:00:00,62.23
7/10/2015 16:00:00,63.79
7/13/2015 16:00:00,64.14
7/14/2015 16:00:00,64.51
7/15/2015 16:00:00,64.81
7/16/2015 16:00:00,66.24
7/17/2015 16:00:00,66.02
7/20/2015 16:00:00,66.36
7/21/2015 16:00:00,66.3
7/22/2015 16:00:00,66.49
7/23/2015 16:00:00,66.55
7/24/2015 16:00:00,66.89
7/27/2015 16:00:00,65.73
7/28/2015 16:00:00,66
7/29/2015 16:00:00,66.91
7/30/2015 16:00:00,67.97
7/31/2015 16:00:00,68.16
8/3/2015 16:00:00,67.54
8/4/2015 16:00:00,66.96
8/5/2015 16:00:00,67.6
8/6/2015 16:00:00,66.51
8/7/2015 16:00:00,66.22
8/10/2015 16:00:00,66.79
8/11/2015 16:00:00,65.55
8/12/2015 16:00:00,63.95
8/13/2015 16:00:00,63.4
8/14/2015 16:00:00,64.08
8/17/2015 16:00:00,64.45
8/18/2015 16:00:00,64.42
8/19/2015 16:00:00,64.28
8/20/2015 16:00:00,62.74
8/21/2015 16:00:00,61.35
8/24/2015 16:00:00,58.18
8/25/2015 16:00:00,57.78
8/26/2015 16:00:00,60.14
8/27/2015 16:00:00,61.65
8/28/2015 16:00:00,62.16
8/31/2015 16:00:00,60.52
9/1/2015 16:00:00,58.56
9/2/2015 16:00:00,59.89
9/3/2015 16:00:00,59.67
9/4/2015 16:00:00,58.66
9/8/2015 16:00:00,60.92
9/9/2015 16:00:00,60.09
9/10/2015 16:00:00,60.86
9/11/2015 16:00:00,61.02
9/14/2015 16:00:00,59.85
9/15/2015 16:00:00,60.73
9/16/2015 16:00:00,60.65
9/17/2015 16:00:00,60.71
9/18/2015 16:00:00,60.12
9/21/2015 16:00:00,61.82
9/22/2015 16:00:00,60.97
9/23/2015 16:00:00,61.41
9/24/2015 16:00:00,60.47
9/25/2015 16:00:00,61.32
9/28/2015 16:00:00,58.94
9/29/2015 16:00:00,58.24
9/30/2015 16:00:00,59.46
10/1/2015 16:00:00,57.95
10/2/2015 16:00:00,58.57
10/5/2015 16:00:00,59.23
10/6/2015 16:00:00,58.61
10/7/2015 16:00:00,59.32
10/8/2015 16:00:00,59.93
10/9/2015 16:00:00,60
10/12/2015 16:00:00,60.49
10/13/2015 16:00:00,60.15
10/14/2015 16:00:00,59.19
10/15/2015 16:00:00,59.85
10/16/2015 16:00:00,60.18
10/19/2015 16:00:00,60.79
10/20/2015 16:00:00,60.9
10/21/2015 16:00:00,60.46
10/22/2015 16:00:00,61.08
10/23/2015 16:00:00,61.8
10/26/2015 16:00:00,62.77
10/27/2015 16:00:00,61.52
10/28/2015 16:00:00,63.05
10/29/2015 16:00:00,65.52
10/30/2015 16:00:00,67
11/2/2015 16:00:00,71.05
11/3/2015 16:00:00,70.21
11/4/2015 16:00:00,69.46
11/5/2015 16:00:00,68.62
11/6/2015 16:00:00,67.79
11/9/2015 16:00:00,66.49
11/10/2015 16:00:00,67.25
11/11/2015 16:00:00,67.29
11/12/2015 16:00:00,66.77
11/13/2015 16:00:00,66.21
11/16/2015 16:00:00,68.03
11/17/2015 16:00:00,69.19
11/18/2015 16:00:00,69.4
11/19/2015 16:00:00,69.42
11/20/2015 16:00:00,69.34
11/23/2015 16:00:00,69.52
11/24/2015 16:00:00,70.08
11/25/2015 16:00:00,69.96
11/27/2015 16:00:00,70.61
11/30/2015 16:00:00,70.12
12/1/2015 16:00:00,70.56
12/2/2015 16:00:00,70.39
12/3/2015 16:00:00,69.64
12/4/2015 16:00:00,71.87
12/7/2015 16:00:00,70.67
12/8/2015 16:00:00,70.48
12/9/2015 16:00:00,69.42
12/10/2015 16:00:00,69.95
12/11/2015 16:00:00,68.8
12/14/2015 16:00:00,69.62
12/15/2015 16:00:00,70.33
12/16/2015 16:00:00,71.48
12/17/2015 16:00:00,70.89
12/18/2015 16:00:00,71.52
12/21/2015 16:00:00,71.97
12/22/2015 16:00:00,71.54
12/23/2015 16:00:00,72.18
12/24/2015 16:00:00,72.35
12/28/2015 16:00:00,72.38
12/29/2015 16:00:00,72.85
12/30/2015 16:00:00,72.59
12/31/2015 16:00:00,72.13
1/4/2016 16:00:00,70.61
1/5/2016 16:00:00,71.14
1/6/2016 16:00:00,70.59
1/7/2016 16:00:00,69.49
1/8/2016 16:00:00,68.5
1/11/2016 16:00:00,68.13
1/12/2016 16:00:00,69.2
1/13/2016 16:00:00,67.76
1/14/2016 16:00:00,68
1/15/2016 16:00:00,67.45
1/19/2016 16:00:00,66.59
1/20/2016 16:00:00,65.44
1/21/2016 16:00:00,65.58
1/22/2016 16:00:00,66.99
1/25/2016 16:00:00,66.31
1/26/2016 16:00:00,66.08
1/27/2016 16:00:00,66.21
1/28/2016 16:00:00,66.55
1/29/2016 16:00:00,68.84
2/1/2016 16:00:00,67.74
2/2/2016 16:00:00,66.79
2/3/2016 16:00:00,66.32
2/4/2016 16:00:00,66.89
2/5/2016 16:00:00,65.29
2/8/2016 16:00:00,63.16
2/9/2016 16:00:00,65.08
2/10/2016 16:00:00,66.02
2/11/2016 16:00:00,65.26
2/12/2016 16:00:00,67.26
2/16/2016 16:00:00,68.58
2/17/2016 16:00:00,70.06
2/18/2016 16:00:00,70.64
2/19/2016 16:00:00,71.55
2/22/2016 16:00:00,72.83
2/23/2016 16:00:00,72.75
2/24/2016 16:00:00,71.45
2/25/2016 16:00:00,72.56
2/26/2016 16:00:00,72.46
2/29/2016 16:00:00,70.52
3/1/2016 16:00:00,71.51
3/2/2016 16:00:00,70.85
3/3/2016 16:00:00,70.09
3/4/2016 16:00:00,69.5
3/7/2016 16:00:00,69.96
3/8/2016 16:00:00,68.7
3/9/2016 16:00:00,69.46
3/10/2016 16:00:00,68.95
3/11/2016 16:00:00,69.62
3/14/2016 16:00:00,69.71
3/15/2016 16:00:00,69.31
3/16/2016 16:00:00,69.77
3/17/2016 16:00:00,70.23
3/18/2016 16:00:00,71.27
3/21/2016 16:00:00,71.38
3/22/2016 16:00:00,71.63
3/23/2016 16:00:00,71.6
3/24/2016 16:00:00,70.74
3/28/2016 16:00:00,71.37
3/29/2016 16:00:00,72.67
3/30/2016 16:00:00,73.15
3/31/2016 16:00:00,74.08
4/1/2016 16:00:00,74.61
4/4/2016 16:00:00,74.2
4/5/2016 16:00:00,73.79
4/6/2016 16:00:00,74.91
4/7/2016 16:00:00,73.72
4/8/2016 16:00:00,73.44
4/11/2016 16:00:00,73.14
4/12/2016 16:00:00,73.76
4/13/2016 16:00:00,74.07
4/14/2016 16:00:00,74.35
4/15/2016 16:00:00,74.64
4/18/2016 16:00:00,75.6
4/19/2016 16:00:00,75.93
4/20/2016 16:00:00,75.56
4/21/2016 16:00:00,75.16
4/22/2016 16:00:00,75.39
4/25/2016 16:00:00,75.34
4/26/2016 16:00:00,75.97
4/27/2016 16:00:00,76.36
4/28/2016 16:00:00,75.29
4/29/2016 16:00:00,75.94
5/2/2016 16:00:00,76
5/3/2016 16:00:00,74.89
5/4/2016 16:00:00,74.75
5/5/2016 16:00:00,74.8
5/6/2016 16:00:00,75.38
5/9/2016 16:00:00,76.41
5/10/2016 16:00:00,77.37
5/11/2016 16:00:00,76.59
5/12/2016 16:00:00,75.69
5/13/2016 16:00:00,75.11
5/16/2016 16:00:00,74.99
5/17/2016 16:00:00,74.51
5/18/2016 16:00:00,74.98
5/19/2016 16:00:00,75.29
5/20/2016 16:00:00,75.99
5/23/2016 16:00:00,76.31
5/24/2016 16:00:00,78.94
5/25/2016 16:00:00,78.58
5/26/2016 16:00:00,78.45
5/27/2016 16:00:00,79.32
5/31/2016 16:00:00,79.79
6/1/2016 16:00:00,78.71
6/2/2016 16:00:00,78.65
6/3/2016 16:00:00,77.11
6/6/2016 16:00:00,77.36
6/7/2016 16:00:00,77.88
6/8/2016 16:00:00,78.05
6/9/2016 16:00:00,78.07
6/10/2016 16:00:00,76.72
6/13/2016 16:00:00,75.81
6/14/2016 16:00:00,74.52
6/15/2016 16:00:00,74.3
6/16/2016 16:00:00,74.25
6/17/2016 16:00:00,73.67
6/20/2016 16:00:00,74.55
6/21/2016 16:00:00,74.87
6/22/2016 16:00:00,74.83
6/23/2016 16:00:00,76.66
6/24/2016 16:00:00,73.73
6/27/2016 16:00:00,71.86
6/28/2016 16:00:00,73.81
6/29/2016 16:00:00,74.91
6/30/2016 16:00:00,77.12
7/1/2016 16:00:00,76.93
7/5/2016 16:00:00,76.78
7/6/2016 16:00:00,77.62
7/7/2016 16:00:00,78.45
7/8/2016 16:00:00,79.45
7/11/2016 16:00:00,79.38
7/12/2016 16:00:00,81.02
7/13/2016 16:00:00,81.5
7/14/2016 16:00:00,81.71
7/15/2016 16:00:00,81.49
7/18/2016 16:00:00,81.17
7/19/2016 16:00:00,81.97
7/20/2016 16:00:00,82.56
7/21/2016 16:00:00,82.47
7/22/2016 16:00:00,82.93
7/25/2016 16:00:00,82.97
7/26/2016 16:00:00,83.56
7/27/2016 16:00:00,83.5
7/28/2016 16:00:00,84.85
7/29/2016 16:00:00,86.04
8/1/2016 16:00:00,86
8/2/2016 16:00:00,84.76
8/3/2016 16:00:00,84.98
8/4/2016 16:00:00,85.38
8/5/2016 16:00:00,86.82
8/8/2016 16:00:00,86.11
8/9/2016 16:00:00,86.22
8/10/2016 16:00:00,86.09
8/11/2016 16:00:00,86.13
8/12/2016 16:00:00,86.29
8/15/2016 16:00:00,87.5
8/16/2016 16:00:00,86.65
8/17/2016 16:00:00,87
8/18/2016 16:00:00,87.17
8/19/2016 16:00:00,87.32
8/22/2016 16:00:00,87.38
8/23/2016 16:00:00,87.65
8/24/2016 16:00:00,88.11
8/25/2016 16:00:00,88.66
8/26/2016 16:00:00,88.91
8/29/2016 16:00:00,89.78
8/30/2016 16:00:00,89.97
8/31/2016 16:00:00,90.12
9/1/2016 16:00:00,89.27
9/2/2016 16:00:00,89.55
9/6/2016 16:00:00,88.6
9/7/2016 16:00:00,89.06
9/8/2016 16:00:00,87.25
9/9/2016 16:00:00,84.73
9/12/2016 16:00:00,85.96
9/13/2016 16:00:00,84.87
9/14/2016 16:00:00,84.7
9/15/2016 16:00:00,85.86
9/16/2016 16:00:00,85.36
9/19/2016 16:00:00,85.24
9/20/2016 16:00:00,85.66
9/21/2016 16:00:00,86.74
9/22/2016 16:00:00,86.77
9/23/2016 16:00:00,86.4
9/26/2016 16:00:00,85.48
9/27/2016 16:00:00,85.31
9/28/2016 16:00:00,84.9
9/29/2016 16:00:00,83.52
9/30/2016 16:00:00,83.94
10/3/2016 16:00:00,83.51
10/4/2016 16:00:00,83.02
10/5/2016 16:00:00,83.21
10/6/2016 16:00:00,83.12
10/7/2016 16:00:00,82.66
10/10/2016 16:00:00,82.97
10/11/2016 16:00:00,80.1
10/12/2016 16:00:00,81.92
10/13/2016 16:00:00,81.96
10/14/2016 16:00:00,82.91
10/17/2016 16:00:00,82.92
10/18/2016 16:00:00,83
10/19/2016 16:00:00,82.93
10/20/2016 16:00:00,82.43
10/21/2016 16:00:00,82.9
10/24/2016 16:00:00,83.22
10/25/2016 16:00:00,83.19
10/26/2016 16:00:00,82.93
10/27/2016 16:00:00,79.6
10/28/2016 16:00:00,78.95
10/31/2016 16:00:00,80.19
11/1/2016 16:00:00,79.18
11/2/2016 16:00:00,78.82
11/3/2016 16:00:00,79.08
11/4/2016 16:00:00,79.37
11/7/2016 16:00:00,80.86
11/8/2016 16:00:00,81.08
11/9/2016 16:00:00,81.79
11/10/2016 16:00:00,81.17
11/11/2016 16:00:00,80
11/14/2016 16:00:00,77.56
11/15/2016 16:00:00,77.51
11/16/2016 16:00:00,77.93
11/17/2016 16:00:00,79.5
11/18/2016 16:00:00,79.69
11/21/2016 16:00:00,80.41
11/22/2016 16:00:00,80.01
11/23/2016 16:00:00,80.19
11/25/2016 16:00:00,80.78
11/28/2016 16:00:00,80.28
11/29/2016 16:00:00,80.63
11/30/2016 16:00:00,78.8
12/1/2016 16:00:00,77.14
12/2/2016 16:00:00,79.33
12/5/2016 16:00:00,80.75
12/6/2016 16:00:00,79.49
12/7/2016 16:00:00,80.76
12/8/2016 16:00:00,80.7
12/9/2016 16:00:00,81.46
12/12/2016 16:00:00,80.48
12/13/2016 16:00:00,81.04
12/14/2016 16:00:00,79.85
12/15/2016 16:00:00,80.54
12/16/2016 16:00:00,79.9
12/19/2016 16:00:00,80.25
12/20/2016 16:00:00,80.74
12/21/2016 16:00:00,79.66
12/22/2016 16:00:00,78.49
12/23/2016 16:00:00,78.59
12/27/2016 16:00:00,78.85
12/28/2016 16:00:00,78.36
12/29/2016 16:00:00,78.57
12/30/2016 16:00:00,78.78
1/3/2017 16:00:00,78.71
1/4/2017 16:00:00,80.71
1/5/2017 16:00:00,81.64
1/6/2017 16:00:00,83.4
1/9/2017 16:00:00,82.68
1/10/2017 16:00:00,81.52
1/11/2017 16:00:00,81.52
1/12/2017 16:00:00,81.25
1/13/2017 16:00:00,82.4
1/17/2017 16:00:00,81.1
1/18/2017 16:00:00,82.29
1/19/2017 16:00:00,81.16
1/20/2017 16:00:00,81.75
1/23/2017 16:00:00,82.13
1/24/2017 16:00:00,82.21
1/25/2017 16:00:00,82.72
1/26/2017 16:00:00,83.51
1/27/2017 16:00:00,82.76
1/30/2017 16:00:00,83.61
1/31/2017 16:00:00,82.75
2/1/2017 16:00:00,83.75
2/2/2017 16:00:00,88.91
2/3/2017 16:00:00,91.65
2/6/2017 16:00:00,93.07
2/7/2017 16:00:00,92.65
2/8/2017 16:00:00,92.61
2/9/2017 16:00:00,90.33
2/10/2017 16:00:00,91.22
2/13/2017 16:00:00,92.79
2/14/2017 16:00:00,93.95
2/15/2017 16:00:00,94.58
2/16/2017 16:00:00,94.2
2/17/2017 16:00:00,94.27
2/21/2017 16:00:00,94.52
2/22/2017 16:00:00,94.95
2/23/2017 16:00:00,94.99
2/24/2017 16:00:00,95.54
2/27/2017 16:00:00,95.53
2/28/2017 16:00:00,94.59
3/1/2017 16:00:00,95.88
3/2/2017 16:00:00,94.95
3/3/2017 16:00:00,95.44
3/6/2017 16:00:00,94.75
3/7/2017 16:00:00,95.45
3/8/2017 16:00:00,94.46
3/9/2017 16:00:00,94.44
3/10/2017 16:00:00,94.87
3/13/2017 16:00:00,95.3
3/14/2017 16:00:00,96.33
3/15/2017 16:00:00,99.31
3/16/2017 16:00:00,97.67
3/17/2017 16:00:00,97.33
3/20/2017 16:00:00,97.42
3/21/2017 16:00:00,95.55
3/22/2017 16:00:00,96.11
3/23/2017 16:00:00,97.12
3/24/2017 16:00:00,97.44
3/27/2017 16:00:00,96.62
3/28/2017 16:00:00,96.61
3/29/2017 16:00:00,96.4
3/30/2017 16:00:00,96.71
3/31/2017 16:00:00,97.19
4/3/2017 16:00:00,96.76
4/4/2017 16:00:00,96.59
4/5/2017 16:00:00,97.85
4/6/2017 16:00:00,97.79
4/7/2017 16:00:00,97.93
4/10/2017 16:00:00,97.25
4/11/2017 16:00:00,97.5
4/12/2017 16:00:00,97.31
4/13/2017 16:00:00,96.26
4/17/2017 16:00:00,97.99
4/18/2017 16:00:00,97.7
4/19/2017 16:00:00,98.15
4/20/2017 16:00:00,98.73
4/21/2017 16:00:00,98.03
4/24/2017 16:00:00,98.66
4/25/2017 16:00:00,99.45
4/26/2017 16:00:00,99.62
4/27/2017 16:00:00,100.4
4/28/2017 16:00:00,100.32
5/1/2017 16:00:00,100.63
5/2/2017 16:00:00,101.94
5/3/2017 16:00:00,101.41
5/4/2017 16:00:00,97.59
5/5/2017 16:00:00,99.54
5/8/2017 16:00:00,98.21
5/9/2017 16:00:00,97.65
5/10/2017 16:00:00,98.27
5/11/2017 16:00:00,98.28
5/12/2017 16:00:00,97.77
5/15/2017 16:00:00,98.8
5/16/2017 16:00:00,98.15
5/17/2017 16:00:00,97.02
5/18/2017 16:00:00,97.26
5/19/2017 16:00:00,98.88
5/22/2017 16:00:00,99.36
5/23/2017 16:00:00,98.91
5/24/2017 16:00:00,100.01
5/25/2017 16:00:00,100.93
5/26/2017 16:00:00,100.51
5/30/2017 16:00:00,100.07
5/31/2017 16:00:00,101.73
6/1/2017 16:00:00,104.02
6/2/2017 16:00:00,104.46
6/5/2017 16:00:00,104.59
6/6/2017 16:00:00,104.17
6/7/2017 16:00:00,103.93
6/8/2017 16:00:00,103.6
6/9/2017 16:00:00,104.02
6/12/2017 16:00:00,103.82
6/13/2017 16:00:00,105.9
6/14/2017 16:00:00,105.39
6/15/2017 16:00:00,105.69
6/16/2017 16:00:00,105.62
6/19/2017 16:00:00,106.17
6/20/2017 16:00:00,103.58
6/21/2017 16:00:00,101.83
6/22/2017 16:00:00,103.33
6/23/2017 16:00:00,104.72
6/26/2017 16:00:00,104.22
6/27/2017 16:00:00,102.69
6/28/2017 16:00:00,105
6/29/2017 16:00:00,104.07
6/30/2017 16:00:00,102.99
7/3/2017 16:00:00,102.79
7/5/2017 16:00:00,103.08
7/6/2017 16:00:00,102.28
7/7/2017 16:00:00,102.54
7/10/2017 16:00:00,102.99
7/11/2017 16:00:00,105.25
7/12/2017 16:00:00,105.4
7/13/2017 16:00:00,106.1
7/14/2017 16:00:00,107.45
7/17/2017 16:00:00,106.98
7/18/2017 16:00:00,106.98
7/19/2017 16:00:00,107.59
7/20/2017 16:00:00,107.4
7/21/2017 16:00:00,108.15
7/24/2017 16:00:00,108.98
7/25/2017 16:00:00,110.26
7/26/2017 16:00:00,110.35
7/27/2017 16:00:00,109.81
7/28/2017 16:00:00,110.37
7/31/2017 16:00:00,108.95
8/1/2017 16:00:00,110.49
8/2/2017 16:00:00,108.65
8/3/2017 16:00:00,111.71
8/4/2017 16:00:00,111.17
8/7/2017 16:00:00,111.2
8/8/2017 16:00:00,110.39
8/9/2017 16:00:00,109.68
8/10/2017 16:00:00,107.26
8/11/2017 16:00:00,107.13
8/14/2017 16:00:00,110.28
8/15/2017 16:00:00,109.27
8/16/2017 16:00:00,112.19
8/17/2017 16:00:00,110.34
8/18/2017 16:00:00,111.12
8/21/2017 16:00:00,110.32
8/22/2017 16:00:00,112.97
8/23/2017 16:00:00,112.22
8/24/2017 16:00:00,112.02
8/25/2017 16:00:00,114.26
8/28/2017 16:00:00,113.99
8/29/2017 16:00:00,113.08
8/30/2017 16:00:00,112.99
8/31/2017 16:00:00,114.61
9/1/2017 16:00:00,115.45
9/5/2017 16:00:00,113.13
9/6/2017 16:00:00,112.09
9/7/2017 16:00:00,114.02
9/8/2017 16:00:00,114.89
9/11/2017 16:00:00,115.77
9/12/2017 16:00:00,117.74
9/13/2017 16:00:00,114.29
9/14/2017 16:00:00,113.46
9/15/2017 16:00:00,113.3
9/18/2017 16:00:00,113.15
9/19/2017 16:00:00,113.81
9/20/2017 16:00:00,114.29
9/21/2017 16:00:00,115.3
9/22/2017 16:00:00,117.42
9/25/2017 16:00:00,116.01
9/26/2017 16:00:00,115.19
9/27/2017 16:00:00,115.76
9/28/2017 16:00:00,116.97
9/29/2017 16:00:00,116.9
10/2/2017 16:00:00,116.98
10/3/2017 16:00:00,118.51
10/4/2017 16:00:00,120.14
10/5/2017 16:00:00,121.1
10/6/2017 16:00:00,121.28
10/9/2017 16:00:00,121.54
10/10/2017 16:00:00,121.92
10/11/2017 16:00:00,121.88
10/12/2017 16:00:00,122.73
10/13/2017 16:00:00,122.09
10/16/2017 16:00:00,123.48
10/17/2017 16:00:00,122.45
10/18/2017 16:00:00,122.59
10/19/2017 16:00:00,122
10/20/2017 16:00:00,122
10/23/2017 16:00:00,121.7
10/24/2017 16:00:00,120.45
10/25/2017 16:00:00,118.54
10/26/2017 16:00:00,120.25
10/27/2017 16:00:00,120
10/30/2017 16:00:00,117.65
10/31/2017 16:00:00,117.36
11/1/2017 16:00:00,117.59
11/2/2017 16:00:00,125.42
11/3/2017 16:00:00,126.04
11/6/2017 16:00:00,127.7
11/7/2017 16:00:00,125.98
11/8/2017 16:00:00,127.1
11/9/2017 16:00:00,127.88
11/10/2017 16:00:00,125.02
11/13/2017 16:00:00,125.46
11/14/2017 16:00:00,125.12
11/15/2017 16:00:00,124.23
11/16/2017 16:00:00,125.38
11/17/2017 16:00:00,126.58
11/20/2017 16:00:00,127.19
11/21/2017 16:00:00,127.5
11/22/2017 16:00:00,127.5
11/24/2017 13:00:00,128.9
11/27/2017 16:00:00,128.75
11/28/2017 16:00:00,129.35
11/29/2017 16:00:00,127.73
11/30/2017 16:00:00,128.7
12/1/2017 16:00:00,128.95
12/4/2017 16:00:00,127.57
12/5/2017 16:00:00,128.36
12/6/2017 16:00:00,128
12/7/2017 16:00:00,128.21
12/8/2017 16:00:00,127.71
12/11/2017 16:00:00,128.34
12/12/2017 16:00:00,128
12/13/2017 16:00:00,127.29
12/14/2017 16:00:00,127.55
12/15/2017 16:00:00,127.93
12/18/2017 16:00:00,127.28
12/19/2017 16:00:00,126.97
12/20/2017 16:00:00,128.16
12/21/2017 16:00:00,128.62
12/22/2017 16:00:00,128.33
12/26/2017 16:00:00,125.6
12/27/2017 16:00:00,125.47
12/28/2017 16:00:00,126.38
12/29/2017 16:00:00,126.54
1/2/2018 16:00:00,127.68
1/3/2018 16:00:00,129.62
1/4/2018 16:00:00,131.66
1/5/2018 16:00:00,133.03
1/8/2018 16:00:00,133.21
1/9/2018 16:00:00,134.1
1/10/2018 16:00:00,133.75
1/11/2018 16:00:00,134.76
1/12/2018 16:00:00,135.89
1/16/2018 16:00:00,134.33
1/17/2018 16:00:00,135.8
1/18/2018 16:00:00,136.82
1/19/2018 16:00:00,138.25
1/22/2018 16:00:00,139.27
1/23/2018 16:00:00,140.1
1/24/2018 16:00:00,138.07
1/25/2018 16:00:00,137.86
1/26/2018 16:00:00,140.57
1/29/2018 16:00:00,138.05
1/30/2018 16:00:00,138.3
1/31/2018 16:00:00,139.23
2/1/2018 16:00:00,146.32
2/2/2018 16:00:00,142.53
2/5/2018 16:00:00,135.68
2/6/2018 16:00:00,138.89
2/7/2018 16:00:00,139.76
2/8/2018 16:00:00,133.81
2/9/2018 16:00:00,136.48
2/12/2018 16:00:00,137.53
2/13/2018 16:00:00,140.59
2/14/2018 16:00:00,145.65
2/15/2018 16:00:00,148.23
2/16/2018 16:00:00,145
2/20/2018 16:00:00,144.38
2/21/2018 16:00:00,142.79
2/22/2018 16:00:00,142.87
2/23/2018 16:00:00,144.99
2/26/2018 16:00:00,144.42
2/27/2018 16:00:00,142.84
2/28/2018 16:00:00,141.52
3/1/2018 16:00:00,142.65
3/2/2018 16:00:00,143.32
3/5/2018 16:00:00,145.93
3/6/2018 16:00:00,148.99
3/7/2018 16:00:00,148.3
3/8/2018 16:00:00,150.58
3/9/2018 16:00:00,153.12
3/12/2018 16:00:00,154.05
3/13/2018 16:00:00,151.64
3/14/2018 16:00:00,154.43
3/15/2018 16:00:00,154.95
3/16/2018 16:00:00,154.98
3/19/2018 16:00:00,155.38
3/20/2018 16:00:00,158.08
3/21/2018 16:00:00,158.26
3/22/2018 16:00:00,156.13
3/23/2018 16:00:00,154.07
3/26/2018 16:00:00,158.67
3/27/2018 16:00:00,154.04
3/28/2018 16:00:00,150.55
3/29/2018 16:00:00,149.47
4/2/2018 16:00:00,145.94
4/3/2018 16:00:00,145.71
4/4/2018 16:00:00,146.7
4/5/2018 16:00:00,146.51
4/6/2018 16:00:00,144.05
4/9/2018 16:00:00,146.63
4/10/2018 16:00:00,149.05
4/11/2018 16:00:00,148.25
4/12/2018 16:00:00,149.3
4/13/2018 16:00:00,147.61
4/16/2018 16:00:00,149.18
4/17/2018 16:00:00,150.12
4/18/2018 16:00:00,150.43
4/19/2018 16:00:00,150
4/20/2018 16:00:00,149.59
4/23/2018 16:00:00,150
4/24/2018 16:00:00,147.69
4/25/2018 16:00:00,149.21
4/26/2018 16:00:00,149.6
4/27/2018 16:00:00,150.2
4/30/2018 16:00:00,149.83
5/1/2018 16:00:00,150.66
5/2/2018 16:00:00,150.44
5/3/2018 16:00:00,149.2
5/4/2018 16:00:00,152.13
5/7/2018 16:00:00,154.92
5/8/2018 16:00:00,155.31
5/9/2018 16:00:00,156.63
5/10/2018 16:00:00,159.85
5/11/2018 16:00:00,160.97
5/14/2018 16:00:00,160.54
5/15/2018 16:00:00,158.71
5/16/2018 16:00:00,158.32
5/17/2018 16:00:00,156.76
5/18/2018 16:00:00,156.2
5/21/2018 16:00:00,157.99
5/22/2018 16:00:00,156.53
5/23/2018 16:00:00,158.36
5/24/2018 16:00:00,159.13
5/25/2018 16:00:00,159.34
5/29/2018 16:00:00,158.88
5/30/2018 16:00:00,161.99
5/31/2018 16:00:00,162.57
6/1/2018 16:00:00,163.4
6/4/2018 16:00:00,163.48
6/5/2018 16:00:00,163.71
6/6/2018 16:00:00,165.45
6/7/2018 16:00:00,165.22
6/8/2018 16:00:00,166.29
